task_id,model_id,category,text,tool_call,response,task_name,label,details
"dom1_pl_lights_lights-dining_room_light_off-0","assistant","light","Dining room light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-dining_room_light_off-1","assistant","light","Dining room light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-dining_room_light_off-2","assistant","light","Dining room light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-dining_room_light_off-3","assistant","light","Dining room light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-kitchen_light_off-0","assistant","light","Kitchen light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-kitchen_light_off-1","assistant","light","Kitchen light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-kitchen_light_off-2","assistant","light","Kitchen light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-kitchen_light_off-3","assistant","light","Kitchen light off","{'tool_name': None, 'tool_args': None}","Turned off the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-please_turn_on_the_kitchen_light-0","assistant","light","Please turn on the kitchen light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-please_turn_on_the_kitchen_light-1","assistant","light","Please turn on the kitchen light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-please_turn_on_the_kitchen_light-2","assistant","light","Please turn on the kitchen light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-please_turn_on_the_kitchen_light-3","assistant","light","Please turn on the kitchen light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_backyard_light-0","assistant","light","Turn on the Backyard light","{'tool_name': None, 'tool_args': None}","Turned on the lights","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_backyard_light-1","assistant","light","Turn on the Backyard light","{'tool_name': None, 'tool_args': None}","Turned on the lights","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_backyard_light-2","assistant","light","Turn on the Backyard light","{'tool_name': None, 'tool_args': None}","Turned on the lights","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_backyard_light-3","assistant","light","Turn on the Backyard light","{'tool_name': None, 'tool_args': None}","Turned on the lights","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_living_room_light-0","assistant","light","Turn on the living room light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_living_room_light-1","assistant","light","Turn on the living room light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_living_room_light-2","assistant","light","Turn on the living room light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_lights_lights-turn_on_the_living_room_light-3","assistant","light","Turn on the living room light","{'tool_name': None, 'tool_args': None}","Turned on the light","eval-test_expected_states","Good",""
"dom1_pl_todo_todo-add_clean_the_kitchen_to_my_todo_list-0","assistant","todo","Add clean the kitchen to my todo list","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any vacuum","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_clean_the_kitchen_to_my_todo_list-1","assistant","todo","Add clean the kitchen to my todo list","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any vacuum","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_clean_the_kitchen_to_my_todo_list-2","assistant","todo","Add clean the kitchen to my todo list","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any vacuum","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_clean_the_kitchen_to_my_todo_list-3","assistant","todo","Add clean the kitchen to my todo list","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any vacuum","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_history_homework_to_my_personal_tasks-0","assistant","todo","Add history homework to my personal tasks","{'tool_name': None, 'tool_args': None}","Added history homework","eval-test_expected_states","Good",""
"dom1_pl_todo_todo-add_history_homework_to_my_personal_tasks-1","assistant","todo","Add history homework to my personal tasks","{'tool_name': None, 'tool_args': None}","Added history homework","eval-test_expected_states","Good",""
"dom1_pl_todo_todo-add_history_homework_to_my_personal_tasks-2","assistant","todo","Add history homework to my personal tasks","{'tool_name': None, 'tool_args': None}","Added history homework","eval-test_expected_states","Good",""
"dom1_pl_todo_todo-add_history_homework_to_my_personal_tasks-3","assistant","todo","Add history homework to my personal tasks","{'tool_name': None, 'tool_args': None}","Added history homework","eval-test_expected_states","Good",""
"dom1_pl_todo_todo-add_history_homework_to_my_tasks-0","assistant","todo","Add history homework to my tasks","","Sorry, I am not aware of any device called tasks","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_history_homework_to_my_tasks-1","assistant","todo","Add history homework to my tasks","","Sorry, I am not aware of any device called tasks","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_history_homework_to_my_tasks-2","assistant","todo","Add history homework to my tasks","","Sorry, I am not aware of any device called tasks","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-add_history_homework_to_my_tasks-3","assistant","todo","Add history homework to my tasks","","Sorry, I am not aware of any device called tasks","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-put_history_homework_on_personal_tasks_todo_list-0","assistant","todo","Put history homework on personal tasks todo list","","Sorry, I see you're referring to 'Personal Tasks', but I didn't understand the whole request.","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-put_history_homework_on_personal_tasks_todo_list-1","assistant","todo","Put history homework on personal tasks todo list","","Sorry, I see you're referring to 'Personal Tasks', but I didn't understand the whole request.","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-put_history_homework_on_personal_tasks_todo_list-2","assistant","todo","Put history homework on personal tasks todo list","","Sorry, I see you're referring to 'Personal Tasks', but I didn't understand the whole request.","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo_todo-put_history_homework_on_personal_tasks_todo_list-3","assistant","todo","Put history homework on personal tasks todo list","","Sorry, I see you're referring to 'Personal Tasks', but I didn't understand the whole request.","eval-test_expected_states","Bad","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"home1_us_cover_garage_cover_garage-close_the_garage_door-0","assistant","cover","Close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-close_the_garage_door-1","assistant","cover","Close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-close_the_garage_door-2","assistant","cover","Close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-close_the_garage_door-3","assistant","cover","Close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-open_the_garage_door-0","assistant","cover","Open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-open_the_garage_door-1","assistant","cover","Open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-open_the_garage_door-2","assistant","cover","Open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-open_the_garage_door-3","assistant","cover","Open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-please_close_the_garage_door-0","assistant","cover","Please close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-please_close_the_garage_door-1","assistant","cover","Please close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-please_close_the_garage_door-2","assistant","cover","Please close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-please_close_the_garage_door-3","assistant","cover","Please close the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home1_us_cover_garage_cover_garage-please_open_the_garage_door-0","assistant","cover","Please open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-please_open_the_garage_door-1","assistant","cover","Please open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-please_open_the_garage_door-2","assistant","cover","Please open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_cover_garage_cover_garage-please_open_the_garage_door-3","assistant","cover","Please open the garage door","{'tool_name': None, 'tool_args': None}","Sorry, I am not aware of any door in the Garage area","eval-test_expected_states","Bad","AssertionError: assert not {'cover.garage_door_opener': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home1_us_lock_smart_lock-lock_smart_lock-0","assistant","lock","Lock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_smart_lock-1","assistant","lock","Lock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_smart_lock-2","assistant","lock","Lock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_smart_lock-3","assistant","lock","Lock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_the_entry_lock-0","assistant","lock","Lock the entry lock","","Sorry, I am not aware of any device called entry lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_the_entry_lock-1","assistant","lock","Lock the entry lock","","Sorry, I am not aware of any device called entry lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_the_entry_lock-2","assistant","lock","Lock the entry lock","","Sorry, I am not aware of any device called entry lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-lock_the_entry_lock-3","assistant","lock","Lock the entry lock","","Sorry, I am not aware of any device called entry lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_lock_smart_lock-unlock_smart_lock-0","assistant","lock","Unlock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_lock_smart_lock-unlock_smart_lock-1","assistant","lock","Unlock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_lock_smart_lock-unlock_smart_lock-2","assistant","lock","Unlock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_lock_smart_lock-unlock_smart_lock-3","assistant","lock","Unlock smart lock","{'tool_name': None, 'tool_args': None}","Sorry, there are multiple devices called Smart Lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_lock_smart_lock-unlock_the_entry_lock-0","assistant","lock","Unlock the entry lock","","Sorry, I am not aware of any device called entry lock","eval-test_expected_states","Bad","AssertionError: assert not {'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
