task_id,model_id,label,category,task_prefix,text,response,tool_call,entity_diff
"dom1_pl_lights-kitchen_light_off","llama3.3","Good","light","dom1_pl_lights","Kitchen light off","The Kitchen Light has been turned off.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['light'], 'name': 'Kitchen Light'}}","{}"
"dom1_pl_lights-please_turn_on_the_kitchen_light","llama3.3","Good","light","dom1_pl_lights","Please turn on the kitchen light","The kitchen light has been turned on.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': ['Kitchen'], 'domain': ['light']}}","{}"
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","llama3.3","Good","todo","dom1_pl_todo","add apples to my trader joe's list","Apples have been added to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","llama3.3","Good","todo","dom1_pl_todo","Add clean the kitchen to my todo list","Your todo list has been updated with the item 'clean the kitchen'.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","llama3.3","Good","todo","dom1_pl_todo","Add history homework to my personal tasks","History homework has been added to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-add_history_homework_to_my_tasks","llama3.3","Good","todo","dom1_pl_todo","Add history homework to my tasks","History homework has been added to your tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_apples_on_the_list","llama3.3","Bad","todo","dom1_pl_todo","put apples on the list","Apples have been added to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Personal Tasks'}}","{'todo.personal_tasks': {'expected': {'state': '0'}, 'got': {'state': '1'}}, 'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_shopping_list","llama3.3","Good","todo","dom1_pl_todo","put apples on the shopping list","Apples have been added to your Trader Joe's shopping list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","llama3.3","Good","todo","dom1_pl_todo","put apples on the trader joes list","Apples have been added to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","llama3.3","Good","todo","dom1_pl_todo","Put clean the kitchen on personal tasks list","The task 'clean the kitchen' has been added to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_history_homework_on_my_task_list","llama3.3","Good","todo","dom1_pl_todo","Put history homework on my task list","History homework has been added to your task list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_history_homework_on_personal_tasks_list","llama3.3","Good","todo","dom1_pl_todo","Put history homework on personal tasks list","History homework has been added to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"home1_us_cover_garage-close_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage","Close the garage door","The garage door is now closed.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['cover'], 'name': 'Garage Door Opener'}}","{}"
"home1_us_cover_garage-open_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage","Open the garage door","The garage door is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Garage Door Opener'}}","{}"
"home1_us_cover_garage-please_open_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage","Please open the garage door","The garage door is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Garage Door Opener'}}","{}"
"home1_us_smart_lock-lock_all_the_locks","llama3.3","Good","lock","home1_us_smart_lock","Lock all the locks","The lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock']}}","{}"
"home1_us_smart_lock-lock_smart_lock","llama3.3","Good","lock","home1_us_smart_lock","Lock smart lock","The Smart Lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-lock_the_entry_lock","llama3.3","Good","lock","home1_us_smart_lock","Lock the entry lock","The entry lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Entry', 'domain': ['lock']}}","{}"
"home1_us_smart_lock-lock_the_front_door_lock","llama3.3","Good","lock","home1_us_smart_lock","Lock the front door lock","The front door lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': ['Entry'], 'domain': ['lock']}}","{}"
"home1_us_smart_lock-lock_the_smart_lock","llama3.3","Good","lock","home1_us_smart_lock","Lock the smart lock","The smart lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-unlock_all_the_doors","llama3.3","Bad","lock","home1_us_smart_lock","Unlock all the doors","There are no doors to unlock. The smart lock in the Entry area is the only locking device and it should be controlled by specifying its location. Would you like me to unlock the Smart Lock?","{'tool_name': 'HassTurnOff', 'tool_args': {'device_class': ['door'], 'domain': ['lock']}}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_smart_lock-unlock_smart_lock","llama3.3","Good","lock","home1_us_smart_lock","Unlock smart lock","The smart lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': 'lock', 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-unlock_the_entry_lock","llama3.3","Good","lock","home1_us_smart_lock","Unlock the entry lock","The entry lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'domain': ['lock']}}","{}"
