task_id,model_id,label,category,task_prefix,text,response,tool_call,entity_diff
"dom1_pl_lights_lights-dining_room_light_off","llama3.3","Good","light","dom1_pl_lights_lights","Dining room light off","The dining room light is now off.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': 'light', 'name': 'Dining Room Light'}}","{}"
"dom1_pl_lights_lights-kitchen_light_off","llama3.3","Good","light","dom1_pl_lights_lights","Kitchen light off","The Kitchen Light has been turned off.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': 'light', 'name': 'Kitchen Light'}}","{}"
"dom1_pl_lights_lights-please_turn_on_the_kitchen_light","llama3.3","Good","light","dom1_pl_lights_lights","Please turn on the kitchen light","The kitchen light has been turned on.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'light', 'name': 'Kitchen Light'}}","{}"
"dom1_pl_lights_lights-turn_on_the_backyard_light","llama3.3","Good","light","dom1_pl_lights_lights","Turn on the Backyard light","The Backyard light has been turned on.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Backyard', 'domain': 'light'}}","{}"
"dom1_pl_lights_lights-turn_on_the_living_room_light","llama3.3","Good","light","dom1_pl_lights_lights","Turn on the living room light","The living room light has been turned on.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'light', 'name': 'Living Room Light'}}","{}"
"dom1_pl_todo_todo-add_clean_the_kitchen_to_my_todo_list","llama3.3","Good","todo","dom1_pl_todo_todo","Add clean the kitchen to my todo list","The task 'clean the kitchen' has been added to your Personal Tasks todo list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo_todo-add_history_homework_to_my_personal_tasks","llama3.3","Good","todo","dom1_pl_todo_todo","Add history homework to my personal tasks","History homework has been added to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo_todo-add_history_homework_to_my_tasks","llama3.3","Good","todo","dom1_pl_todo_todo","Add history homework to my tasks","History homework has been added to your tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo_todo-put_history_homework_on_personal_tasks_todo_list","llama3.3","Good","todo","dom1_pl_todo_todo","Put history homework on personal tasks todo list","History homework has been added to your Personal Tasks todo list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"home1_us_cover_garage_cover_garage-close_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage_cover_garage","Close the garage door","The garage door has been closed.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Garage', 'domain': 'cover'}}","{}"
"home1_us_cover_garage_cover_garage-open_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage_cover_garage","Open the garage door","The garage door is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Garage', 'device_class': ['garage'], 'domain': ['cover']}}","{}"
"home1_us_cover_garage_cover_garage-please_close_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage_cover_garage","Please close the garage door","The garage door is now closed.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Garage', 'device_class': ['garage'], 'domain': ['cover']}}","{}"
"home1_us_cover_garage_cover_garage-please_open_the_garage_door","llama3.3","Good","cover","home1_us_cover_garage_cover_garage","Please open the garage door","The garage door is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Garage', 'device_class': ['garage'], 'domain': ['cover']}}","{}"
"home1_us_lock_smart_lock-lock_smart_lock","llama3.3","Good","lock","home1_us_lock_smart_lock","Lock smart lock","The Smart Lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'lock', 'name': 'Smart Lock'}}","{}"
"home1_us_lock_smart_lock-lock_the_entry_lock","llama3.3","Good","lock","home1_us_lock_smart_lock","Lock the entry lock","The Entry lock has been locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Entry', 'domain': ['lock']}}","{}"
"home1_us_lock_smart_lock-unlock_smart_lock","llama3.3","Good","lock","home1_us_lock_smart_lock","Unlock smart lock","The Smart Lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': 'lock', 'name': 'Smart Lock'}}","{}"
"home1_us_lock_smart_lock-unlock_the_entry_lock","llama3.3","Good","lock","home1_us_lock_smart_lock","Unlock the entry lock","The entry lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'domain': ['lock']}}","{}"
"home1_us_vacuum_vacuum-return_roborock_downstairs_to_base","llama3.3","Good","vacuum","home1_us_vacuum_vacuum","Return Roborock Downstairs to base","The Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum_vacuum-return_vacuum_in_the_living_room_to_base","llama3.3","Good","vacuum","home1_us_vacuum_vacuum","Return vacuum in the living room to base","The vacuum in the living room has been returned to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'area': 'Living Room', 'domain': ['vacuum']}}","{}"
