task_id,model_id,label,category,task_prefix,text,response,tool_call,entity_diff
"dom1_pl_lights-kitchen_light_off","gemini-2.0-flash","Good","light","dom1_pl_lights","Kitchen light off","OK.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['light'], 'name': 'Kitchen Light'}}","{}"
"dom1_pl_lights-please_turn_on_the_kitchen_light","gemini-2.0-flash","Good","light","dom1_pl_lights","Please turn on the kitchen light","OK. I've turned on the kitchen light.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['light'], 'name': 'Kitchen Light'}}","{}"
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","gemini-2.0-flash","Good","todo","dom1_pl_todo","add apples to my trader joe's list","OK. I've added apples to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","gemini-2.0-flash","Bad","todo","dom1_pl_todo","Add clean the kitchen to my todo list","Which todo list do you want to add 'clean the kitchen' to?","","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","gemini-2.0-flash","Bad","todo","dom1_pl_todo","Add history homework to my personal tasks","I am sorry, I cannot fulfill this request. The tool to add items to a todo list is not working.","{'tool_name': 'HasListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-add_history_homework_to_my_tasks","gemini-2.0-flash","Bad","todo","dom1_pl_todo","Add history homework to my tasks","Which todo list do you want to add 'history homework' to? I have 'Personal Tasks' and 'Trader Joe\'s'.","","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_list","gemini-2.0-flash","Bad","todo","dom1_pl_todo","put apples on the list","Which list do you want to add apples to?","","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_shopping_list","gemini-2.0-flash","Bad","todo","dom1_pl_todo","put apples on the shopping list","I am sorry, I cannot fulfill this request. There was an error reaching the 'HasListAddItem' tool. Please try again in sometime.","{'tool_name': 'HasListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","gemini-2.0-flash","Bad","todo","dom1_pl_todo","put apples on the trader joes list","I am sorry, I cannot fulfill this request. The tool 'HasListAddItem' was not found.","{'tool_name': 'HasListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","gemini-2.0-flash","Bad","todo","dom1_pl_todo","Put clean the kitchen on personal tasks list","I am sorry, I cannot fulfill this request. The tool to add items to todo lists is not working at the moment.","{'tool_name': 'HasListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
