task_id,model_id,label,category,task_prefix,text,response,tool_call,entity_diff
"dom1_pl_lights-kitchen_light_off","assistant","Good","light","dom1_pl_lights","Kitchen light off","Turned off the light","","{}"
"dom1_pl_lights-please_turn_on_the_kitchen_light","assistant","Good","light","dom1_pl_lights","Please turn on the kitchen light","Turned on the light","","{}"
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","assistant","Good","light","dom1_pl_todo","add apples to my trader joe's list","Added apples","","{}"
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","assistant","Bad","light","dom1_pl_todo","Add clean the kitchen to my todo list","Sorry, I am not aware of any device called todo list","","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","assistant","Good","light","dom1_pl_todo","Add history homework to my personal tasks","Added history homework","","{}"
"dom1_pl_todo-add_history_homework_to_my_tasks","assistant","Bad","light","dom1_pl_todo","Add history homework to my tasks","Sorry, I am not aware of any device called tasks","","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_list","assistant","Bad","light","dom1_pl_todo","put apples on the list","Unknown intent HassShoppingListAddItem","","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_shopping_list","assistant","Bad","light","dom1_pl_todo","put apples on the shopping list","Unknown intent HassShoppingListAddItem","","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","assistant","Bad","light","dom1_pl_todo","put apples on the trader joes list","Sorry, I am not aware of any device called trader joes list","","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","assistant","Good","light","dom1_pl_todo","Put clean the kitchen on personal tasks list","Added clean the kitchen","","{}"
"dom1_pl_todo-put_history_homework_on_my_task_list","assistant","Bad","light","dom1_pl_todo","Put history homework on my task list","Sorry, I am not aware of any device called task list","","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_history_homework_on_personal_tasks_list","assistant","Good","light","dom1_pl_todo","Put history homework on personal tasks list","Added history homework","","{}"
"home1_us_cover_garage-close_the_garage_door","assistant","Good","cover","home1_us_cover_garage","Close the garage door","Closed the garage","","{}"
"home1_us_cover_garage-open_the_garage_door","assistant","Good","cover","home1_us_cover_garage","Open the garage door","Opened the garage","","{}"
"home1_us_cover_garage-please_open_the_garage_door","assistant","Good","cover","home1_us_cover_garage","Please open the garage door","Opened the garage","","{}"
"home1_us_smart_lock-lock_all_the_locks","assistant","Bad","lock","home1_us_smart_lock","Lock all the locks","Sorry, I am not aware of any area called locks","","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_smart_lock-lock_smart_lock","assistant","Bad","lock","home1_us_smart_lock","Lock smart lock","Sorry, there are multiple devices called Smart Lock","","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_smart_lock-lock_the_entry_lock","assistant","Good","lock","home1_us_smart_lock","Lock the entry lock","Locked","","{}"
"home1_us_smart_lock-lock_the_front_door_lock","assistant","Bad","lock","home1_us_smart_lock","Lock the front door lock","Sorry, I am not aware of any device called front door lock","","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_smart_lock-lock_the_smart_lock","assistant","Bad","lock","home1_us_smart_lock","Lock the smart lock","Sorry, there are multiple devices called Smart Lock","","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_smart_lock-unlock_all_the_doors","assistant","Bad","lock","home1_us_smart_lock","Unlock all the doors","Sorry, I am not aware of any area called doors","","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_smart_lock-unlock_smart_lock","assistant","Bad","lock","home1_us_smart_lock","Unlock smart lock","Sorry, there are multiple devices called Smart Lock","","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_smart_lock-unlock_the_entry_lock","assistant","Good","lock","home1_us_smart_lock","Unlock the entry lock","Unlocked","","{}"
"home1_us_smart_lock-unlock_the_smart_lock","assistant","Bad","lock","home1_us_smart_lock","Unlock the smart lock","Sorry, there are multiple devices called Smart Lock","","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_vacuum-clean_the_living_room","assistant","Bad","vacuum","home1_us_vacuum","Clean the living room","Sorry, I couldn't understand that","","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home1_us_vacuum-return_roborock_downstairs_to_base","assistant","Good","vacuum","home1_us_vacuum","Return Roborock Downstairs to base","Returning","","{}"
"home1_us_vacuum-roborock_downstairs_return_to_base","assistant","Bad","vacuum","home1_us_vacuum","Roborock Downstairs return to base","Sorry, I couldn't understand that","","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
