task_id,model_id,label,category,task_prefix,text,response,tool_call,entity_diff
"dom1_pl_lights-kitchen_light_off","gemma3-27b","Good","light","dom1_pl_lights","Kitchen light off","OK. Kitchen light is off.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Kitchen', 'name': 'Kitchen Light'}}","{}"
"dom1_pl_lights-please_turn_on_the_kitchen_light","gemma3-27b","Bad","light","dom1_pl_lights","Please turn on the kitchen light","OK. The kitchen light is on.","{'tool_name': 'HassLightSet', 'tool_args': {'area': 'Kitchen', 'brightness': '100', 'name': 'Kitchen Light'}}","{'light.kitchen_light': {'expected': {'brightness': 0}, 'got': {'brightness': 255}}}"
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","gemma3-27b","Good","todo","dom1_pl_todo","add apples to my trader joe's list","Okay, apples have been added to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","gemma3-27b","Good","todo","dom1_pl_todo","Add clean the kitchen to my todo list","OK, I've added 'clean the kitchen' to your todo list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","gemma3-27b","Good","todo","dom1_pl_todo","Add history homework to my personal tasks","OK, I’ve added history homework to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-add_history_homework_to_my_tasks","gemma3-27b","Good","todo","dom1_pl_todo","Add history homework to my tasks","OK, I’ve added history homework to your Personal Tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_apples_on_the_list","gemma3-27b","Bad","todo","dom1_pl_todo","put apples on the list","Okay, apples have been added to the list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Personal Tasks'}}","{'todo.personal_tasks': {'expected': {'state': '0'}, 'got': {'state': '1'}}, 'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_shopping_list","gemma3-27b","Good","todo","dom1_pl_todo","put apples on the shopping list","OK, I've added apples to the Trader Joe's shopping list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","gemma3-27b","Good","todo","dom1_pl_todo","put apples on the trader joes list","Ok, I’ve added apples to the Trader Joe’s list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","{}"
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","gemma3-27b","Good","todo","dom1_pl_todo","Put clean the kitchen on personal tasks list","Ok, I've added 'clean the kitchen' to your personal tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_history_homework_on_my_task_list","gemma3-27b","Good","todo","dom1_pl_todo","Put history homework on my task list","Okay, I've added history homework to your task list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"dom1_pl_todo-put_history_homework_on_personal_tasks_list","gemma3-27b","Good","todo","dom1_pl_todo","Put history homework on personal tasks list","Okay, I've added history homework to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"home1_us_cover_garage-close_the_garage_door","gemma3-27b","Good","cover","home1_us_cover_garage","Close the garage door","Okay, I've closed the garage door.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': 'cover', 'name': 'Garage Door Opener'}}","{}"
"home1_us_cover_garage-open_the_garage_door","gemma3-27b","Good","cover","home1_us_cover_garage","Open the garage door","Okay, the garage door is opening.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Garage Door Opener'}}","{}"
"home1_us_cover_garage-please_open_the_garage_door","gemma3-27b","Good","cover","home1_us_cover_garage","Please open the garage door","Okay, the garage door is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'cover', 'name': 'Garage Door Opener'}}","{}"
"home1_us_smart_lock-lock_all_the_locks","gemma3-27b","Good","lock","home1_us_smart_lock","Lock all the locks","Okay, the Smart Lock is now locked. Is there anything else?","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-lock_smart_lock","gemma3-27b","Good","lock","home1_us_smart_lock","Lock smart lock","Ok, the smart lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Entry', 'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-lock_the_entry_lock","gemma3-27b","Bad","lock","home1_us_smart_lock","Lock the entry lock","I am having trouble locking the entry lock. It seems there are multiple devices with the same name. Could you please specify which entry lock you’d like me to lock?","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Entry', 'name': 'Smart Lock'}}","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"home1_us_smart_lock-lock_the_front_door_lock","gemma3-27b","Good","lock","home1_us_smart_lock","Lock the front door lock","Okay, the front door is locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-lock_the_smart_lock","gemma3-27b","Good","lock","home1_us_smart_lock","Lock the smart lock","Okay, the smart lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Entry', 'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-unlock_all_the_doors","gemma3-27b","Good","lock","home1_us_smart_lock","Unlock all the doors","Okay, the door is now unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'domain': 'lock'}}","{}"
"home1_us_smart_lock-unlock_smart_lock","gemma3-27b","Good","lock","home1_us_smart_lock","Unlock smart lock","Okay, the smart lock is unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_smart_lock-unlock_the_entry_lock","gemma3-27b","Bad","lock","home1_us_smart_lock","Unlock the entry lock","There are two “Smart Lock” devices. To unlock, please specify which one by area.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'name': 'Smart Lock'}}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"home1_us_smart_lock-unlock_the_smart_lock","gemma3-27b","Good","lock","home1_us_smart_lock","Unlock the smart lock","Okay, the Smart Lock is now unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","{}"
"home1_us_vacuum-clean_the_living_room","gemma3-27b","Good","vacuum","home1_us_vacuum","Clean the living room","OK, I've started the Roborock vacuum in the living room.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-return_roborock_downstairs_to_base","gemma3-27b","Good","vacuum","home1_us_vacuum","Return Roborock Downstairs to base","OK. Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-roborock_downstairs_return_to_base","gemma3-27b","Good","vacuum","home1_us_vacuum","Roborock Downstairs return to base","OK. Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-roborock_return_to_base","gemma3-27b","Good","vacuum","home1_us_vacuum","Roborock return to base","OK. The Roborock is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-start_roborock","gemma3-27b","Good","vacuum","home1_us_vacuum","Start Roborock","OK, I've started Roborock.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-start_roborock_downstairs","gemma3-27b","Good","vacuum","home1_us_vacuum","Start Roborock Downstairs","OK, I have started Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-start_roborock_downstairs_vacuum","gemma3-27b","Good","vacuum","home1_us_vacuum","Start Roborock Downstairs vacuum","OK, I have started Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-start_the_vacuum","gemma3-27b","Good","vacuum","home1_us_vacuum","Start the vacuum","OK, I've started the vacuum.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-start_vacuuming","gemma3-27b","Good","vacuum","home1_us_vacuum","Start vacuuming","OK, I've started the Roborock Downstairs vacuum in the Living Room.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-stop_roborock_downstairs","gemma3-27b","Good","vacuum","home1_us_vacuum","Stop Roborock Downstairs","OK. Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-stop_the_downstairs_vacuum","gemma3-27b","Good","vacuum","home1_us_vacuum","Stop the downstairs vacuum","OK, the Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-stop_the_vacuum","gemma3-27b","Good","vacuum","home1_us_vacuum","Stop the vacuum","OK. The Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-stop_vacuuming","gemma3-27b","Good","vacuum","home1_us_vacuum","Stop vacuuming","Okay, the Roborock is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"home1_us_vacuum-vacuum_downstairs","gemma3-27b","Good","vacuum","home1_us_vacuum","Vacuum downstairs","OK, I've started the Roborock vacuum downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'name': 'Roborock Downstairs'}}","{}"
